,title,descriptions
10038981,retroperitoneal hemorrhage,
NCT01607645,Decitabine Followed by Idarubicin and Cytarabine in Treating Patients With Relapsed or Refractory AML and MDS,
NCT01607645-1,Arm I (Decitabine Day -4 to Day 0) Idarubicin Cytarabine),Description: Patients receive decitabine IV over 1 hour on days -4 to 0 cytarabine IV continuously over 24 hours on days 1-7 and idarubicin IV over 10-15 minutes on days 1-3.  decitabine: Given IV  idarubicin: Given IV  cytarabine: Given IV
NCT01607645-2,Arm II (Decitabine (Day -9 to Day -5) Idarubicin Cytarabine),Description: Patients receive decitabine IV over 1 hour on days -9 to -5 and cytarabine and idarubicin as in Arm I.  decitabine: Given IV  idarubicin: Given IV  cytarabine: Given IV
NCT01653418,Phase II Study of V-BEAM Conditioning Regimen Prior to Second Autologous Stem Cell Transplantation,
NCT01653418-1,V-BEAM + Stem Cell Infusion,Description: Bortezomib IV or SC (1.3mg/m2) on Days -6 -3 +1 and +4 Carmustine IV (300mg/m2) on Day -7 Etoposide IV twice daily (100 mg/m2) on Days -6 -5 -4 and -3 Cytarabine IV twice daily (100 mg/m2) on Days -6 -5 -4 and -3 Melphalan IV (140 mg/m2) on Day-2 Stem cell infusion on Day 0
NCT01656252,Trial of Eltrombopag During Consolidation Therapy in Adults With AML in Complete Remission,
NCT01656252-1,Phase I- Cytarabine & Eltrombopag,Description: Cycle 1= Cytarabine twice daily on Days 1 3 and 5 and Eltrombopag (Open-Label) until platelet recovery or for 35 consecutive days whichever occurs first. Phase I will determine the dose and schedule of Eltrombopag to be used in Phase II.  Phase I- Cytarabine & Eltrombopag: Cycle 1= Cytarabine 3 g/m² IV twice daily on Days 1 3 and 5 (Patients >60 years of age will receive cytarabine 1.5 g/m² IV per dose). Day 1 must start in AM.  Eltrombopag (Open-Label) by mouth daily until platelet recovery or for 35 consecutive days whichever occurs first. Phase I will determine the dose and schedule of Eltrombopag to be used in Phase II.  One cycle of consolidation therapy with high-dose cytarabine and eltrombopag will be received on study. Additional chemotherapy may be administered at the investigators discretion without eltrombopag.
NCT01701375,A Phase 1 Trial of TST of PD 0332991 Followed by Cytarabine and Mitoxantrone for Adults With Relapsed and Refractory Acute Leukemias and High-Risk Myelodysplasia,
NCT01701375-1,Arm 1,Description: PD 0332991 will be given orally days 123  Cytarabine (ara-C) will be given by continuous 72 hour intravenous infusion beginning on day 6  Mitoxantrone will be given over 2 hour infusion day 9 12 hours after the completion of the ara-C infusion. The mitoxantrone dose may be reduced by 25-50% for patients who have received previous anthracyclines as determined by total previous anthracycline dose
NCT01729845,Decitabine Followed by Mitoxantrone Hydrochloride  Etoposide  and Cytarabine in Treating Patients With Relapsed or Refractory Acute Myeloid Leukemia or High-Risk Myelodysplastic Syndromes,
NCT01729845-1,Dose Level 1: 5-Days of Decitabine-MEC,Description: Patients receive decitabine IV days -9 to -5 (dose level 1).  INDUCTION THERAPY: Patients receive mitoxantrone hydrochloride IV on days 1-5 etoposide IV on days 1-5 and cytarabine IV on days 1-5. Patients achieving CR or CR with CRp may receive up to 2 courses of induction therapy and up to 2 courses of consolidation therapy.  Cytarabine: Given IV Decitabine: Given IV Etoposide: Given IV Mitoxantrone Hydrochloride: Given IV
NCT01729845-2,Dose Level 2: 7-Days of Decitabine-MEC,Description: Patients receive decitabine IV days -11 to -5 (dose level 2).  INDUCTION THERAPY: Patients receive mitoxantrone hydrochloride IV on days 1-5 etoposide IV on days 1-5 and cytarabine IV on days 1-5. Patients achieving CR or CR with CRp may receive up to 2 courses of induction therapy and up to 2 courses of consolidation therapy.  Cytarabine: Given IV Decitabine: Given IV Etoposide: Given IV Mitoxantrone Hydrochloride: Given IV
NCT01729845-3,Dose Level 3: 10-days of Decitabine-MEC,Description: Patients receive decitabine IV days -14 to -5 (dose level 3).  INDUCTION THERAPY: Patients receive mitoxantrone hydrochloride IV on days 1-5 etoposide IV on days 1-5 and cytarabine IV on days 1-5. Patients achieving CR or CR with CRp may receive up to 2 courses of induction therapy and up to 2 courses of consolidation therapy.  Cytarabine: Given IV Decitabine: Given IV Etoposide: Given IV Mitoxantrone Hydrochloride: Given IV
NCT01769209,Bortezomib and Combination Chemotherapy in Treating Patients With Relapsed or Refractory Acute Lymphoblastic Leukemia,
NCT01802333,Cytarabine and Daunorubicin Hydrochloride or Idarubicin and Cytarabine With or Without Vorinostat in Treating Younger Patients With Previously Untreated Acute Myeloid Leukemia,
NCT01802333-1,Arm I (Standard Dose Cytarabine Daunorubicin Hydrochloride),Description: INDUCTION/RE-INDUCTION: Patients receive standard dose cytarabine IV continuously on days 1-7 and daunorubicin hydrochloride IV on days 1-3. Patients with residual blasts may receive re-induction treatment beginning on day 15. Patients achieving CR or CRi may proceed to allogeneic HSCT or to consolidation therapy.
NCT01802333-2,Arm II (High-dose Cytarabine Idarubicin),Description: INDUCTION/RE-INDUCTION: Patients receive high dose cytarabine IV continuously on days 1-4 and idarubicin IV over 15 minutes on days 1-3. Patients with residual blasts may receive re-induction treatment beginning on day 28. Patients achieving CR or CRi may proceed to allogeneic HSCT or to consolidation therapy.
NCT01802333-3,Arm III (Vorinostat High-dose Cytarabine Idarubicin),Description: INDUCTION/RE-INDUCTION: Patients receive vorinostat PO TID on days 1-3 high-dose cytarabine IV continuously on days 4-7 and idarubicin IV over 15 minutes on days 4-6. Patients with residual blasts may receive re-induction treatment beginning on day 28. Patients achieving CR or CRi may proceed to allogeneic HSCT or to consolidation therapy.
10015384,esophageal hemorrhage,
10018146,genital edema,
NCT01806571,Daunorubicin Hydrochloride  Cytarabine  and Nilotinib in Treating Patients With Newly Diagnosed Acute Myeloid Leukemia,
NCT01806571-1,Treatment (Nilotinib Daunorubicin Hydrochloride Cytarabine),Description: INDUCTION THERAPY: Patients receive daunorubicin hydrochloride IV over 10 minutes on days 1-3 cytarabine IV continuously on days 1-7 and nilotinib PO BID on days 4-14. Patients achieving CR or CRi proceed to consolidation therapy. Patients not achieving a significant decrease in bone marrow recovery or CR/CRi upon bone marrow recovery receive another course of induction therapy. CONSOLIDATION THERAPY: Patients receive cytarabine IV every 12 hours on days 1 3 and 5 and nilotinib PO BID on days 4-14. Treatment repeats every 28 days for 4 courses in the absence of disease progression or unacceptable toxicity. Patients achieving CR or CRi proceed to maintenance therapy. MAINTENANCE THERAPY: Patients receive nilotinib PO BID on days 1-84. Treatment repeats every 84 days for up to 8 courses in the absence of disease progression or unacceptable toxicity. Cytarabine: Given IV Daunorubicin Hydrochloride: Given IV Laboratory Biomarker Analysis: Correlative studies Nilotinib: Given PO
10055300,jejunal hemorrhage,
NCT01829503,Phase II Study of Decitabine and Cytarabine for Older Patients With Newly Diagnosed Acute Myeloid Leukemia (AML),
NCT01829503-1,Decitabine + Cytarabine,Description: Participants received decitabine 20mg/m^2 intravenously (IV) for five days followed by cytarabine 100mg/m^2 continuous IV infusion over 24 hours for five days
10065848,intraoperative venous injury,
NCT01849276,Metformin+Cytarabine for the Treatment of Relapsed/Refractory AML,
NCT01849276-1,Treatment (Enzyme Inhibitor and Chemotherapy),Description: Patients receive metformin hydrochloride orally twice a day on days 1-15 and cytarabine IV over 3 hours twice on days 4-10.  metformin hydrochloride: Given orally  cytarabine: Given IV  laboratory biomarker analysis: Correlative studies
NCT01853228,A Study of Decitabine (DACOGEN) in Sequential Administration With Cytarabine in Children With Relapsed or Refractory Acute Myeloid Leukemia,
NCT01853228-1,Phase 1 (Cohort 1): Dacogen + Cytarabine,Description: Participants received decitabine 20 milligram per square meter (mg/m^2) by intravenous infusion over 1 hour once daily for 5 consecutive days (Day 1 to Day 5 of each 28-day cycle) in Phase 1. In addition participants received cytarabine 1 gram per square meter (g/m^2) and 2 g/m^2 dose levels administered by intravenous infusion over 4 hours daily for 5 consecutive days (Day 8 to Day 12 of each 28-day cycle) for the determination of the maximum tolerated dose in Phase 1.
NCT01853228-2,Phase 1 (Cohort 2) and Phase 2: Dacogen + Cytarabine,Description: Participants received decitabine 20 mg/m^2 by intravenous infusion over 1 hour once daily for 5 consecutive days (Day 1 to Day 5 of a 28-day cycle) in Phase 1 and Phase 2. In addition participants received cytarabine 2 g/m^2 dose levels administered by intravenous infusion over 4 hours daily for 5 consecutive days (Day 8 to Day 12 of a 28-day cycle) for the determination of the maximum tolerated dose in Cohort 2 of Phase 1 and continued to receive (2 g/m^2) in Phase 2.
NCT01887587,Vincristine  Doxorubicin  And Dexamethasone + Ixazomib in Acute Lymphoblastic Leukemia (ALL)  Lymphoblastic Lymphoma Or Mixed Phenotype Acute Leukemia,
NCT01890746,A Safety and Efficacy Study of Eltrombopag in Subjects With AML,
NCT01890746-1,Eltrombopag (ELQ) QD,Description: Par. received IDN CTY consisting of DAU bolus IV INF on D 1-3 at a dose of 90 mg/m^2 for Par. 18-60 years old or 60 mg/m^2 for Par.>60 years old plus cytarabine 100 mg/m^2 continuous IV INF on D1-7. Par. received ELT as 200 mg (100 mg for East-Asian Heritage) QD oral dose starting on D4 of initial IDN CTY at least 20 hours after end of D3 DAU INF. If PT count was not >100 Gi/L after 7 days the dose was increased to 300 mg (150 mg East-Asian Heritage) QD until a PT count of at least 200 Gi/L was achieved until remission was assessed by bone marrow biopsy or for a maximum of 42 days from the start of the CTY IDN cycle. Par. who were not aplastic after first cycle of IDN CTY received re-IDN with a modified DAU dose of 45mg/m^2/day on D1-3 plus cytarabine 100 mg/m^2/day on D1-7. For re-IDN Par. ELT was held from D1-3 of re-IDN and resumed on D4 at the same dose and duration.
NCT01890746-2,Placebo QD,Description: Participants received first line IDN CTY consisting of DAU bolus IV INF on Days 1-3 at a dose of 90 mg/m^2 for participants 18-60 years old or 60 mg/m^2 for participants >60 years of age plus cytarabine continuous IV INF on Days 1-7 at a dose of 100 mg/m^2. Participants received placebo QD oral dose starting on Day 4 of initial IDN CTY at least 20 hours after end of Day 3 DAU INF up to a maximum duration of 42 days.
D006848,testicular hydrocele,
D000150,acinetobacter,
NCT01969435,Study of Melphalan HCl for Injection (Propylene Glycol-free)  Carmustine  Etoposide  Cytarabine (BEAM Regimen) and Autologous Stem Cell Transplantation for Lymphoma,
NCT01969435-1,Melphalan Carmustine Etoposide Cytarabine (BEAM),Description: Day -7 carmustine intravenous (IV) infusion  Days -6 -5 -4 and -3 etoposide and cytarabine (IV) infusions twice a day  Day -2 melphalan HCl (propylene glycol-free)(IV) infusion  Day 0 stem cell transplant.
NCT02013167,Blinatumomab Versus Standard of Care Chemotherapy in Patients With Relapsed or Refractory Acute Lymphoblastic Leukemia (ALL),
NCT02013167-1,Standard of Care Chemotherapy,Description: Participants received one of four prespecified investigator-chosen chemotherapy regimens for 2 induction cycles. Participants who achieved a bone marrow response CR/CRh*/CRi within 2 induction cycles of treatment could receive up to 3 additional consolidation cycles of SOC chemotherapy.  Participants who received 2 induction and up to 3 consolidation cycles of therapy and continued to have a bone marrow response or CR/CRh*/CRi could continue to receive SOC therapy for an additional 12 months.
NCT02013167-2,Blinatumomab,Description: Participants received blinatumomab by continuous intravenous infusion (CIVI) over 4 weeks followed by a 2 week treatment-free interval for 2 induction cycles. Participants who achieved a bone marrow response complete remission or complete remission with partial or incomplete hematologic recovery (CR/CRh*/CRi) within 2 induction cycles of treatment could receive up to 3 additional consolidation cycles of blinatumomab.  Participants who received 2 induction and up to 3 consolidation cycles of therapy and continued to have a bone marrow response or CR/CRh*/CRi could continue to receive blinatumomab for an additional 12 months (4 cycles) where 1 cycle consisted of 4 weeks of CIVI followed by an 8-week treatment-free period.  The initial dose of blinatumomab was 9 μg/day for the first 7 days of treatment increased to 28 μg/day starting on day 8 through day 29 and for all subsequent cycles.
D060585,fusarium infection,
D058429,gnathostoma infection,
D012136,respiratory syncytial viruses,
D002452,cell count,
D000772,anesthesia infiltration,
D065467,transcatheter aortic valve replacement,
NCT02019069,CPX-351 in Treating Patients With Relapsed or Refractory Acute Myeloid Leukemia or Myelodysplastic Syndrome,
NCT02019069-1,Liposomal Cytarabine-daunorubicin CPX-351,Description: 1st INDUCTION: Patients receive liposomal cytarabine-daunorubicin CPX-351 IV at a dose of 65 units/m2/day over 90 minutes on days 1 3 and 5.  2nd INDUCTION: Patients receive liposomal cytarabine-daunorubicin CPX-351 IV a dose of 65 units/m2/day over 90 minutes on days 1 and 3.  CONSOLIDATION: Beginning on day 28 patients receive liposomal cytarabine-daunorubicin CPX-351 IV a dose of 65 units/m2/day over 90 minutes on days 1 and 3.  liposomal cytarabine-daunorubicin CPX-351: Given IV
NCT02029417,Omacetaxine Mepesuccinate  Cytarabine  and Decitabine in Treating Older Patients With Newly Diagnosed Acute Myeloid Leukemia,
NCT02029417-1,Treatment (Cytarabine Omacetaxine Mepesuccinate Decitabine),Description: INDUCTION CHEMOTHERAPY: Patients receive cytarabine SC BID and omacetaxine mepesuccinate SC BID on days 1-14. Treatment for induction therapy repeats every 28 days for up to 4 courses or until patients achieve CR in the absence of disease progression or unacceptable toxicity.  CONSOLIDATION THERAPY: Patients alternate courses between decitabine and OAG. Patients receive decitabine IV on days 1-5. Patients alternate with OAG courses comprising cytarabine SC BID on days 1-7 and omacetaxine mepesuccinate SC BID on days 1-7. Treatment repeats every 28 days for up to 24 months in the absence of disease progression or unacceptable toxicity.  cytarabine: Given SC  omacetaxine mepesuccinate: Given SC  decitabine: Given IV  laboratory biomarker analysis: Correlative studies
NCT02044796,Filgrastim  Cladribine  Cytarabine  and Mitoxantrone Hydrochloride in Treating Patients With Newly Diagnosed or Relapsed/Refractory Acute Myeloid Leukemia or High-Risk Myelodysplastic Syndromes,
NCT02044796-1,Newly Diagnosed Group Mitoxantrone Hydrochloride 12 mg/m^2,Description: INDUCTION CHEMOTHERAPY (G-CLAM): Patients receive G-CLAM chemotherapy comprising filgrastim SC daily on days 0-5 mitoxantrone hydrochloride IV over 60 minutes on days 1-3 cladribine IV over 2 hours daily on days 1-5 and cytarabine IV over 2 hours daily on days 1-5. Patients achieving CRi partial remission or persistent disease may receive a second course of induction chemotherapy. Patients achieving CR or CRp may continue on to Consolidation Chemotherapy.  CONSOLIDATION CHEMOTHERAPY (G-CLA): Beginning within 6 weeks of achieving CR/CRp/CRi patients receive G-CLA comprising filgrastim SC on days 0-5 cladribine IV over 2 hours daily on days 1-5 and cytarabine IV over 2 hours daily on days 1-5. Treatment continues for up to 4 courses in the absence of disease progression or unacceptable toxicity.  Cladribine: Given IV  Cytarabine: Given IV  Filgrastim: Given SC  Laboratory Biomarker Analysis: Correlative studies  Mitoxantrone Hydrochloride: Given IV
NCT02044796-2,Newly Diagnosed Group Mitoxantrone Hydrochloride 14 mg/m^2,Description: INDUCTION CHEMOTHERAPY (G-CLAM): Patients receive G-CLAM chemotherapy comprising filgrastim SC daily on days 0-5 mitoxantrone hydrochloride IV over 60 minutes on days 1-3 cladribine IV over 2 hours daily on days 1-5 and cytarabine IV over 2 hours daily on days 1-5. Patients achieving CRi partial remission or persistent disease may receive a second course of induction chemotherapy. Patients achieving CR or CRp may continue on to Consolidation Chemotherapy.  CONSOLIDATION CHEMOTHERAPY (G-CLA): Beginning within 6 weeks of achieving CR/CRp/CRi patients receive G-CLA comprising filgrastim SC on days 0-5 cladribine IV over 2 hours daily on days 1-5 and cytarabine IV over 2 hours daily on days 1-5. Treatment continues for up to 4 courses in the absence of disease progression or unacceptable toxicity.  Cladribine: Given IV  Cytarabine: Given IV  Filgrastim: Given SC  Laboratory Biomarker Analysis: Correlative studies  Mitoxantrone Hydrochloride: Given IV
NCT02044796-3,Newly Diagnosed Group Mitoxantrone Hydrochloride 16 mg/m^2,Description: INDUCTION CHEMOTHERAPY (G-CLAM): Patients receive G-CLAM chemotherapy comprising filgrastim SC daily on days 0-5 mitoxantrone hydrochloride IV over 60 minutes on days 1-3 cladribine IV over 2 hours daily on days 1-5 and cytarabine IV over 2 hours daily on days 1-5. Patients achieving CRi partial remission or persistent disease may receive a second course of induction chemotherapy. Patients achieving CR or CRp may continue on to Consolidation Chemotherapy.  CONSOLIDATION CHEMOTHERAPY (G-CLA): Beginning within 6 weeks of achieving CR/CRp/CRi patients receive G-CLA comprising filgrastim SC on days 0-5 cladribine IV over 2 hours daily on days 1-5 and cytarabine IV over 2 hours daily on days 1-5. Treatment continues for up to 4 courses in the absence of disease progression or unacceptable toxicity.  Cladribine: Given IV  Cytarabine: Given IV  Filgrastim: Given SC  Laboratory Biomarker Analysis: Correlative studies  Mitoxantrone Hydrochloride: Given IV
NCT02044796-4,Newly Diagnosed Group Mitoxantrone Hydrochloride 18 mg/m^2,Description: INDUCTION CHEMOTHERAPY (G-CLAM): Patients receive G-CLAM chemotherapy comprising filgrastim SC daily on days 0-5 mitoxantrone hydrochloride IV over 60 minutes on days 1-3 cladribine IV over 2 hours daily on days 1-5 and cytarabine IV over 2 hours daily on days 1-5. Patients achieving CRi partial remission or persistent disease may receive a second course of induction chemotherapy. Patients achieving CR or CRp may continue on to Consolidation Chemotherapy.  CONSOLIDATION CHEMOTHERAPY (G-CLA): Beginning within 6 weeks of achieving CR/CRp/CRi patients receive G-CLA comprising filgrastim SC on days 0-5 cladribine IV over 2 hours daily on days 1-5 and cytarabine IV over 2 hours daily on days 1-5. Treatment continues for up to 4 courses in the absence of disease progression or unacceptable toxicity.  Cladribine: Given IV  Cytarabine: Given IV  Filgrastim: Given SC  Laboratory Biomarker Analysis: Correlative studies  Mitoxantrone Hydrochloride: Given IV
NCT02044796-5,Relapsed/Refractory Group Mitoxantrone Hydrochloride 12 mg/m^2,Description: INDUCTION CHEMOTHERAPY (G-CLAM): Patients receive G-CLAM chemotherapy comprising filgrastim SC daily on days 0-5 mitoxantrone hydrochloride IV over 60 minutes on days 1-3 cladribine IV over 2 hours daily on days 1-5 and cytarabine IV over 2 hours daily on days 1-5. Patients achieving CRi partial remission or persistent disease may receive a second course of induction chemotherapy. Patients achieving CR or CRp may continue on to Consolidation Chemotherapy.  CONSOLIDATION CHEMOTHERAPY (G-CLA): Beginning within 6 weeks of achieving CR/CRp/CRi patients receive G-CLA comprising filgrastim SC on days 0-5 cladribine IV over 2 hours daily on days 1-5 and cytarabine IV over 2 hours daily on days 1-5. Treatment continues for up to 4 courses in the absence of disease progression or unacceptable toxicity.  Cladribine: Given IV  Cytarabine: Given IV  Filgrastim: Given SC  Laboratory Biomarker Analysis: Correlative studies  Mitoxantrone Hydrochloride: Given IV
NCT02044796-6,Relapsed/Refractory Group Mitoxantrone Hydrochloride 14 mg/m^2,Description: INDUCTION CHEMOTHERAPY (G-CLAM): Patients receive G-CLAM chemotherapy comprising filgrastim SC daily on days 0-5 mitoxantrone hydrochloride IV over 60 minutes on days 1-3 cladribine IV over 2 hours daily on days 1-5 and cytarabine IV over 2 hours daily on days 1-5. Patients achieving CRi partial remission or persistent disease may receive a second course of induction chemotherapy. Patients achieving CR or CRp may continue on to Consolidation Chemotherapy.  CONSOLIDATION CHEMOTHERAPY (G-CLA): Beginning within 6 weeks of achieving CR/CRp/CRi patients receive G-CLA comprising filgrastim SC on days 0-5 cladribine IV over 2 hours daily on days 1-5 and cytarabine IV over 2 hours daily on days 1-5. Treatment continues for up to 4 courses in the absence of disease progression or unacceptable toxicity.  Cladribine: Given IV  Cytarabine: Given IV  Filgrastim: Given SC  Laboratory Biomarker Analysis: Correlative studies  Mitoxantrone Hydrochloride: Given IV
NCT02044796-7,Relapsed/Refractory Group Mitoxantrone Hydrochloride 16 mg/m^2,Description: INDUCTION CHEMOTHERAPY (G-CLAM): Patients receive G-CLAM chemotherapy comprising filgrastim SC daily on days 0-5 mitoxantrone hydrochloride IV over 60 minutes on days 1-3 cladribine IV over 2 hours daily on days 1-5 and cytarabine IV over 2 hours daily on days 1-5. Patients achieving CRi partial remission or persistent disease may receive a second course of induction chemotherapy. Patients achieving CR or CRp may continue on to Consolidation Chemotherapy.  CONSOLIDATION CHEMOTHERAPY (G-CLA): Beginning within 6 weeks of achieving CR/CRp/CRi patients receive G-CLA comprising filgrastim SC on days 0-5 cladribine IV over 2 hours daily on days 1-5 and cytarabine IV over 2 hours daily on days 1-5. Treatment continues for up to 4 courses in the absence of disease progression or unacceptable toxicity.  Cladribine: Given IV  Cytarabine: Given IV  Filgrastim: Given SC  Laboratory Biomarker Analysis: Correlative studies  Mitoxantrone Hydrochloride: Given IV
NCT02044796-8,Relapsed/Refractory Group Mitoxantrone Hydrochloride 18 mg/m^2,Description: INDUCTION CHEMOTHERAPY (G-CLAM): Patients receive G-CLAM chemotherapy comprising filgrastim SC daily on days 0-5 mitoxantrone hydrochloride IV over 60 minutes on days 1-3 cladribine IV over 2 hours daily on days 1-5 and cytarabine IV over 2 hours daily on days 1-5. Patients achieving CRi partial remission or persistent disease may receive a second course of induction chemotherapy. Patients achieving CR or CRp may continue on to Consolidation Chemotherapy.  CONSOLIDATION CHEMOTHERAPY (G-CLA): Beginning within 6 weeks of achieving CR/CRp/CRi patients receive G-CLA comprising filgrastim SC on days 0-5 cladribine IV over 2 hours daily on days 1-5 and cytarabine IV over 2 hours daily on days 1-5. Treatment continues for up to 4 courses in the absence of disease progression or unacceptable toxicity.  Cladribine: Given IV  Cytarabine: Given IV  Filgrastim: Given SC  Laboratory Biomarker Analysis: Correlative studies  Mitoxantrone Hydrochloride: Given IV
NCT02044796-9,Phase 2 Newly Diagnosed Group 18 mg/m^2,Description: INDUCTION CHEMOTHERAPY (G-CLAM): Patients receive G-CLAM chemotherapy comprising filgrastim SC daily on days 0-5 mitoxantrone hydrochloride IV over 60 minutes on days 1-3 cladribine IV over 2 hours daily on days 1-5 and cytarabine IV over 2 hours daily on days 1-5. Patients achieving CRi partial remission or persistent disease may receive a second course of induction chemotherapy. Patients achieving CR or CRp may continue on to Consolidation Chemotherapy.  CONSOLIDATION CHEMOTHERAPY (G-CLA): Beginning within 6 weeks of achieving CR/CRp/CRi patients receive G-CLA comprising filgrastim SC on days 0-5 cladribine IV over 2 hours daily on days 1-5 and cytarabine IV over 2 hours daily on days 1-5. Treatment continues for up to 4 courses in the absence of disease progression or unacceptable toxicity.  Cladribine: Given IV  Cytarabine: Given IV  Filgrastim: Given SC  Laboratory Biomarker Analysis: Correlative studies  Mitoxantrone Hydrochloride: Given IV
NCT02044796-10,Phase 2 Relapsed/Refractory Group 16 mg/m^2,Description: INDUCTION CHEMOTHERAPY (G-CLAM): Patients receive G-CLAM chemotherapy comprising filgrastim SC daily on days 0-5 mitoxantrone hydrochloride IV over 60 minutes on days 1-3 cladribine IV over 2 hours daily on days 1-5 and cytarabine IV over 2 hours daily on days 1-5. Patients achieving CRi partial remission or persistent disease may receive a second course of induction chemotherapy. Patients achieving CR or CRp may continue on to Consolidation Chemotherapy.  CONSOLIDATION CHEMOTHERAPY (G-CLA): Beginning within 6 weeks of achieving CR/CRp/CRi patients receive G-CLA comprising filgrastim SC on days 0-5 cladribine IV over 2 hours daily on days 1-5 and cytarabine IV over 2 hours daily on days 1-5. Treatment continues for up to 4 courses in the absence of disease progression or unacceptable toxicity.  Cladribine: Given IV  Cytarabine: Given IV  Filgrastim: Given SC  Laboratory Biomarker Analysis: Correlative studies  Mitoxantrone Hydrochloride: Given IV
NCT02046122,Adoptive Transfer of Haplo-identical DLI for AML and MDS,
NCT02046122-1,Idarubicin + Cytarabine + DLI,Description: Chemotherapy combined with adoptive transfer of HLA-haploidentical donor lymphocyte infusion (DLI)  Idarubicin: Eligible subjects will receive induction chemotherapy with idarubicin (12 mg/m2 intravenously for 3 days) and cytarabine (100 mg/m2 intravenously for 7 days) starting Day 1 and ending Day 7. Patients 80 years or older will only receive 2 and 5 days of idarubicin and cytarabine respectively starting Day 1 and ending Day 5.  Subjects who experience no remission or partial remission will receive a second course of the identical induction chemotherapy.  Cytarabine: Cytarabine (100 mg/m2 intravenously for 7 days) starting Day 1 and ending Day 7. Patients 80 years or older will only receive 2 and 5 days of idarubicin and cytarabine respectively starting Day 1 and ending Day 5.  Subjects who achieve a complete remission (CR) will receive 2 further courses of cytarabine postremission chemotherapy (consolidation) at 1.0 g/m2 for 6 dosages followed by HLA-mismatched DLI after
NCT02105116,AML Therapy With Irradiated Allogeneic Cells,
NCT02105116-1,Treatment (Combination Chemotherapy DLI),Description: INDUCTION CHEMOTHERAPY: Patients receive fludarabine phosphate IV over 1 hour QD for 5 days and cytarabine IV over 4 hours for 5 days. G-CSF 5 mcg/kg will be started at day14 if day14 bone marrow does not have >5% leukemic blasts. Treatment may continue for 1 or 2 courses at the discretion of the treating physician.  ALLOGENEIC CELLULAR THERAPY: Patients undergo irradiated Donor Lymphocyte Infusion (DLI) of 3 x 10^8 CD3+ cells/kg at 8 weeks. Patients with stable disease may repeat irradiated DLI every 8-12 weeks in the absence of disease progression or unacceptable toxicity.  fludarabine phosphate: Given IV  cytarabine: Given IV  donor lymphocytes: Undergo infusion of donor lymphocytes  laboratory biomarker analysis: Correlative studies  G-CSF: Given IV
NCT02343939,Entospletinib Monotherapy and in Combination With Chemotherapy in Adults With Acute Myeloid Leukemia (AML),
NCT02343939-1,Group A Phase 1b ENTO 200 mg + Cytarabine + Daunorubicin,Description: Participants received ENTO 200 mg tablet orally every 12 hours on Days 1 to 14 (Cycle 0) (during monotherapy lead-in) followed by ENTO 200 mg tablet orally every 12 hours in combination with chemotherapy (cytarabine 100 mg/m^2 on Days 1-7 and daunorubicin 60 mg/m^2 on Days 1-3 intravenously) for up to two 14-day cycles (Cycles 1 and 2) (during induction chemotherapy).
NCT02343939-2,Group A Phase 1b/2 ENTO 400 mg + Cytarabine + Daunorubicin,Description: Phase1b/2: Participants received ENTO 400 mg tablet orally every 12 hours on Days 1 to 14 (Cycle 0) (monotherapy lead-in) followed by ENTO 400 mg tablet orally every 12 hours in combination with chemotherapy (cytarabine 100 mg/m^2 on Days 1-7 and daunorubicin 60 mg/m^2 on Days 1-3 intravenously) for up to two 14-day cycles (Cycles 1 and 2) (induction chemotherapy).  Phase 2 only: Participants who achieved a CR/CRi and did not require or could not proceed to allogeneic stem cell transplantation (SCT) were offered post-remission chemotherapy (cytarabine 3 g/m^2 intravenously every 12 hours on Days 1 3 and 5 or 1 g/m^2 intravenously once daily on Days 1-5) in combination with ENTO 400 mg tablet orally every 12 hours on Days 1-28 of each 28-day cycle for at least 3 and up to 4 cycles. Participants who maintained a CR/CRi after 3 or 4 cycles were offered maintenance therapy with ENTO 400 mg tablet orally every 12 hours on Days 1-28 of each 28-day cycle for up to 12 cycles.
NCT02343939-3,Group B Phase 1b ENTO 200 mg + Decitabine,Description: Participants received ENTO 200 mg tablet orally every 12 hours on Days 1-14 (Cycle 0) (during monotherapy lead-in) followed by ENTO 200 mg tablet orally every 12 hours in combination with decitabine 20 mg/m^2 intravenously on Days 1-10 of every 28-day cycle for 2 cycles (or up to 4 cycles for participants with persistent disease after Cycle 2 Day 28) (induction chemotherapy). Participants who achieved a CR/CRi received SCT (if eligible) per investigator's discretion; other participants were offered maintenance therapy with ENTO every 12 hours on Days 1-28 in combination with decitabine on Days 1-5 of every 28-day cycle for at least 2 cycles (maximum up to 12 cycles). Participants who were intolerant to decitabine were offered maintenance therapy with ENTO 200 mg as monotherapy after completing 2 maintenance cycles.
