Disease code,Weight,Group,Group_Description,Study,Study_Name,D_Name
D064147,3.62,NCT00078949-2,Salvage DHAP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,febrile neutropenia
D064147,2.68,NCT00078949-3,Maintenance,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,febrile neutropenia
D064147,0.89,NCT00078949-4,Observation,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,febrile neutropenia
D004487,0.33,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,edema
D007238,0.33,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,infarction
D007238,0.33,NCT00078949-2,Salvage DHAP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,infarction
D010490,0.33,NCT00078949-2,Salvage DHAP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,pericardial effusion
D013616,0.33,NCT00078949-2,Salvage DHAP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,sinus tachycardia
D003092,0.66,NCT00078949-2,Salvage DHAP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,colitis
D003092,0.89,NCT00078949-3,Maintenance,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,colitis
D003092,0.89,NCT00078949-4,Observation,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,colitis
D003248,0.89,NCT00078949-3,Maintenance,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,constipation
D003967,0.65,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,diarrhea
D003967,0.66,NCT00078949-2,Salvage DHAP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,diarrhea
D003967,2.68,NCT00078949-3,Maintenance,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,diarrhea
D003680,0.33,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,dysphagia
D009325,1.31,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,nausea
D009325,1.79,NCT00078949-3,Maintenance,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,nausea
D009325,0.89,NCT00078949-4,Observation,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,nausea
D004381,0.33,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,duodenal ulcer
D013276,0.33,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,gastric ulcer
D013276,0.89,NCT00078949-3,Maintenance,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,gastric ulcer
D014839,0.65,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,vomiting
D014839,0.66,NCT00078949-2,Salvage DHAP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,vomiting
D014839,1.79,NCT00078949-3,Maintenance,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,vomiting
D006470,0.33,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,bleeding
D006470,0.33,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,bleeding
D006470,0.33,NCT00078949-2,Salvage DHAP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,bleeding
D006396,0.33,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,hematemesis
D015746,1.31,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,abdominal pain
D015746,0.66,NCT00078949-2,Salvage DHAP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,abdominal pain
D015746,0.89,NCT00078949-3,Maintenance,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,abdominal pain
D015746,0.89,NCT00078949-4,Observation,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,abdominal pain
D005221,0.33,NCT00078949-2,Salvage DHAP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,fatigue
D000080867,0.65,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,gingipains
D000080867,0.89,NCT00078949-3,Maintenance,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,gingipains
D000080867,0.89,NCT00078949-4,Observation,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,gingipains
D000066502,0.33,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,grandmother
D000066502,0.33,NCT00078949-2,Salvage DHAP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,grandmother
D000066502,0.98,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,grandmother
D000066502,0.89,NCT00078949-4,Observation,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,grandmother
D005334,0.98,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,fever
D005334,0.99,NCT00078949-2,Salvage DHAP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,fever
D005334,1.79,NCT00078949-3,Maintenance,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,fever
D000066502,0.33,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,grandmother
D000066502,0.89,NCT00078949-3,Maintenance,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,grandmother
D000066502,0.33,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,grandmother
D014947,0.33,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,wounds
D006098,0.65,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,granulocytes
D006098,0.89,NCT00078949-3,Maintenance,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,granulocytes
D008231,0.33,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,lymphopenia
D001792,0.33,NCT00078949-2,Salvage DHAP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,platelets
D007962,0.33,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,leukocytes
D007962,0.33,NCT00078949-2,Salvage DHAP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,leukocytes
10007612,0.33,NCT00078949-2,Salvage DHAP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,cardiac troponin i increased
D003404,0.33,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,creatinine
D003404,0.66,NCT00078949-2,Salvage DHAP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,creatinine
D003404,0.89,NCT00078949-3,Maintenance,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,creatinine
D000068736,0.33,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,cymbalta
D000068258,0.33,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,avastin
D001663,0.33,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,bilirubin
D015431,0.33,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,weight loss
D015431,0.89,NCT00078949-3,Maintenance,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,weight loss
D003681,0.33,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,dehydration
D003681,0.33,NCT00078949-2,Salvage DHAP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,dehydration
D003681,0.89,NCT00078949-3,Maintenance,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,dehydration
10049737,0.65,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,treatment related secondary malignancy
10049737,1.32,NCT00078949-2,Salvage DHAP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,treatment related secondary malignancy
10049737,2.68,NCT00078949-3,Maintenance,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,treatment related secondary malignancy
10049737,2.68,NCT00078949-4,Observation,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,treatment related secondary malignancy
D006470,0.33,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,hemorrhage
D008085,0.65,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,speechreading
D002607,0.33,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,hereditary type i motor and sensory neuropathy
D013575,0.33,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,syncope
D013575,0.89,NCT00078949-3,Maintenance,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,syncope
D006261,0.33,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,headache
D006261,0.89,NCT00078949-3,Maintenance,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,headache
D003221,0.33,NCT00078949-2,Salvage DHAP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,confusion
D051437,0.33,NCT00078949-2,Salvage DHAP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,renal failure
D053159,0.33,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,dysuria
D006417,0.65,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,hematuria
D000069098,0.33,NCT00078949-2,Salvage DHAP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,health smart cards
D003371,0.33,NCT00078949-2,Salvage DHAP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,cough
D010996,0.33,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,pleural effusion
D004417,0.65,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,dyspnea
D004417,0.99,NCT00078949-2,Salvage DHAP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,dyspnea
D004417,1.79,NCT00078949-3,Maintenance,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,dyspnea
D006973,0.33,NCT00078949-2,Salvage DHAP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,hypertension
D007022,0.33,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,hypotension
D007022,0.33,NCT00078949-2,Salvage DHAP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,hypotension
D007022,0.89,NCT00078949-3,Maintenance,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,hypotension
D002542,1.63,NCT00078949-1,Salvage GDP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,intracranial embolism and thrombosis
D002542,0.66,NCT00078949-2,Salvage DHAP,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,intracranial embolism and thrombosis
D002542,2.68,NCT00078949-3,Maintenance,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,intracranial embolism and thrombosis
D002542,0.89,NCT00078949-4,Observation,NCT00078949,Chemotherapy Before Autologous Stem Cell Transplantation +/- Rituximab in Relapsed or Refractory Aggressive Non-Hodgkin's Lymphoma,intracranial embolism and thrombosis
D064420,16.04,NCT00085709-1,Induction 7 + 3 + G.O.,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,adverse drug events
D064420,3.07,NCT00085709-2,Induction 7 + 3,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,adverse drug events
D064420,3.47,NCT00085709-3,Ara-C Consolidation,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,adverse drug events
D064420,24.36,NCT00085709-4,Post-consolidation G.O.,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,adverse drug events
D004211,0.34,NCT00085709-1,Induction 7 + 3 + G.O.,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,disseminated intravascular coagulation
D064147,2.39,NCT00085709-1,Induction 7 + 3 + G.O.,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,febrile neutropenia
D064147,0.34,NCT00085709-2,Induction 7 + 3,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,febrile neutropenia
D064147,1.07,NCT00085709-3,Ara-C Consolidation,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,febrile neutropenia
D064147,11.54,NCT00085709-4,Post-consolidation G.O.,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,febrile neutropenia
D006454,0.34,NCT00085709-1,Induction 7 + 3 + G.O.,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,hemoglobin
D006342,0.34,NCT00085709-1,Induction 7 + 3 + G.O.,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,cardiac rupture post-infarction
D010490,0.34,NCT00085709-1,Induction 7 + 3 + G.O.,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,pericardial effusion
D010493,0.34,NCT00085709-1,Induction 7 + 3 + G.O.,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,pericarditis
D003092,0.34,NCT00085709-2,Induction 7 + 3,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,colitis
D003945,1.28,NCT00085709-4,Post-consolidation G.O.,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,examination oral
D009325,1.28,NCT00085709-4,Post-consolidation G.O.,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,nausea
D000080867,1.28,NCT00085709-4,Post-consolidation G.O.,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,gingipains
10010001,0.34,NCT00085709-2,Induction 7 + 3,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,colonic perforation
D007249,0.34,NCT00085709-1,Induction 7 + 3 + G.O.,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,inflammation
D007249,0.34,NCT00085709-2,Induction 7 + 3,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,inflammation
D014839,1.28,NCT00085709-4,Post-consolidation G.O.,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,vomiting
D009102,0.34,NCT00085709-1,Induction 7 + 3 + G.O.,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,multiple organ failure
D001037,0.34,NCT00085709-1,Induction 7 + 3 + G.O.,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,logasthenia
D013577,0.27,NCT00085709-3,Ara-C Consolidation,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,syndromes
D010179,0.34,NCT00085709-1,Induction 7 + 3 + G.O.,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,pancreas
D008107,1.37,NCT00085709-1,Induction 7 + 3 + G.O.,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,liver dysfunction
D011169,0.34,NCT00085709-1,Induction 7 + 3 + G.O.,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,portal vein
D004342,0.68,NCT00085709-1,Induction 7 + 3 + G.O.,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,drug hypersensitivity
D004761,0.34,NCT00085709-1,Induction 7 + 3 + G.O.,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,clostridium enterocolitis
D000069544,2.73,NCT00085709-1,Induction 7 + 3 + G.O.,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,encephalitis infection
D000069544,0.68,NCT00085709-2,Induction 7 + 3,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,encephalitis infection
D000069544,0.27,NCT00085709-3,Ara-C Consolidation,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,encephalitis infection
D000069544,3.85,NCT00085709-4,Post-consolidation G.O.,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,encephalitis infection
D000069544,0.34,NCT00085709-1,Induction 7 + 3 + G.O.,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,encephalitis infection
D000069544,0.34,NCT00085709-1,Induction 7 + 3 + G.O.,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,encephalitis infection
10061229,1.02,NCT00085709-1,Induction 7 + 3 + G.O.,NCT00085709,S0106 Cytarabine and Daunorubicin w/ or w/o Gemtuzumab Followed By HD Cytarabine and Either Gemtuzumab or Nothing in de Novo AML,lung infection
